location,price,bill_of_sale,mortgage,repair,area_m2,number_of_room,floor,price_per_m2
Nəriman Nərimanov m.,185000,Çıxarış var,İpoteka var,Təmirli,75.0,2,5,2350.35568779757
Nəriman Nərimanov m.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,152.0,4,17,2350.35568779757
28 May m.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,77.0,2,9,2292.720682644982
Nəriman Nərimanov m.,295000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,92.0,3,16,2350.35568779757
Nəriman Nərimanov m.,148000,Çıxarış var,İpoteka var,Təmirli,65.0,2,3,2350.35568779757
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,87.0,2,14,2350.35568779757
Gənclik m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,66.0,2,3,2404.484840820714
Nərimanov r.,159000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,57.0,2,12,2262.3388868301045
Nərimanov r.,336000,Çıxarış var,İpoteka var,Təmirsiz,170.0,4,11,2262.3388868301045
8 Noyabr m.,370000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,178.0,4,3,2189.8477742287632
Nəriman Nərimanov m.,267000,Çıxarış var,İpoteka var,Təmirli,100.0,3,6,2350.35568779757
Gənclik m.,360000,Çıxarış var,İpoteka var,Təmirli,138.0,4,8,2404.484840820714
Nəriman Nərimanov m.,377000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,129.0,3,4,2350.35568779757
28 May m.,325000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,139.0,3,7,2292.720682644982
Nəriman Nərimanov m.,196000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,108.0,2,15,2350.35568779757
Nəriman Nərimanov m.,325000,Çıxarış var,İpoteka var,Təmirli,125.0,3,8,2350.35568779757
Nəriman Nərimanov m.,398000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,168.0,4,8,2350.35568779757
Nəriman Nərimanov m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,110.0,3,15,2350.35568779757
Nərimanov r.,272000,Çıxarış var,İpoteka var,Təmirsiz,136.0,3,4,2262.3388868301045
Nəriman Nərimanov m.,155000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,55.0,2,7,2350.35568779757
Nəriman Nərimanov m.,309000,Çıxarış yoxdur,İpoteka var,Təmirsiz,150.0,3,9,2350.35568779757
Nəriman Nərimanov m.,262000,Çıxarış var,Ipoteka yoxdur,Təmirli,103.0,3,11,2350.35568779757
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,112.0,3,12,2350.35568779757
Nərimanov r.,495000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,220.0,4,7,2262.3388868301045
Gənclik m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,118.0,3,4,2404.484840820714
Nəriman Nərimanov m.,187000,Çıxarış var,Ipoteka yoxdur,Təmirli,75.0,2,10,2350.35568779757
Nərimanov r.,336000,Çıxarış var,İpoteka var,Təmirsiz,168.0,4,13,2262.3388868301045
Nəriman Nərimanov m.,225000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,119.0,2,13,2350.35568779757
Nərimanov r.,510000,Çıxarış var,İpoteka var,Təmirli,230.0,4,14,2262.3388868301045
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,86.0,2,14,2350.35568779757
Nərimanov r.,153000,Çıxarış var,İpoteka var,Təmirsiz,63.0,2,14,2262.3388868301045
Nəriman Nərimanov m.,270000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,157.0,3,4,2350.35568779757
Nərimanov r.,409400,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,178.0,4,16,2262.3388868301045
Nəriman Nərimanov m.,140000,Çıxarış var,İpoteka var,Təmirli,74.0,2,17,2350.35568779757
Gənclik m.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,105.0,3,11,2404.484840820714
Nəriman Nərimanov m.,238000,Çıxarış var,İpoteka var,Təmirli,101.0,3,11,2350.35568779757
Gənclik m.,244000,Çıxarış var,İpoteka var,Təmirli,86.0,3,11,2404.484840820714
Nəriman Nərimanov m.,290000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,124.0,3,7,2350.35568779757
Nərimanov r.,210000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,102.0,3,3,2262.3388868301045
Nərimanov r.,215000,Çıxarış var,İpoteka var,Təmirsiz,105.0,2,2,2262.3388868301045
Nərimanov r.,380000,Çıxarış var,Ipoteka yoxdur,Təmirli,151.0,3,6,2262.3388868301045
Nəriman Nərimanov m.,185000,Çıxarış var,Ipoteka yoxdur,Təmirli,75.0,2,5,2350.35568779757
Nəriman Nərimanov m.,345000,Çıxarış var,İpoteka var,Təmirli,150.0,3,5,2350.35568779757
Nəriman Nərimanov m.,130000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,56.0,2,14,2350.35568779757
Gənclik m.,330000,Çıxarış var,Ipoteka yoxdur,Təmirli,125.0,3,10,2404.484840820714
Nəriman Nərimanov m.,240000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.0,3,10,2350.35568779757
Nərimanov r.,174900,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,87.5,2,7,2262.3388868301045
Nərimanov r.,247140,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,123.6,3,7,2262.3388868301045
Nərimanov r.,418404,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,199.2,5,12,2262.3388868301045
Nərimanov r.,227000,Çıxarış var,İpoteka var,Təmirli,83.0,3,3,2262.3388868301045
Nəriman Nərimanov m.,190000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,95.0,3,16,2350.35568779757
Nəriman Nərimanov m.,180000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,75.0,2,15,2350.35568779757
Nərimanov r.,135000,Çıxarış var,İpoteka var,Təmirli,65.0,2,2,2262.3388868301045
Nərimanov r.,250000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,86.0,3,17,2262.3388868301045
Nəriman Nərimanov m.,504000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,201.6,4,16,2350.35568779757
Gənclik m.,422000,Çıxarış var,Ipoteka yoxdur,Təmirli,230.0,4,16,2404.484840820714
Nərimanov r.,193000,Çıxarış var,Ipoteka yoxdur,Təmirli,68.0,2,16,2262.3388868301045
Nəriman Nərimanov m.,145000,Çıxarış var,İpoteka var,Təmirli,68.0,2,3,2350.35568779757
Nərimanov r.,410000,Çıxarış var,Ipoteka yoxdur,Təmirli,200.0,4,2,2262.3388868301045
Nəriman Nərimanov m.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.3,2,8,2350.35568779757
Nəriman Nərimanov m.,187000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,70.0,2,5,2350.35568779757
Nərimanov r.,247000,Çıxarış var,İpoteka var,Təmirli,145.0,3,8,2262.3388868301045
Nəriman Nərimanov m.,99000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,59.0,1,7,2350.35568779757
Nəriman Nərimanov m.,325000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,130.0,3,11,2350.35568779757
Nəriman Nərimanov m.,265000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,108.0,3,13,2350.35568779757
Nəriman Nərimanov m.,370000,Çıxarış var,Ipoteka yoxdur,Təmirli,157.0,3,13,2350.35568779757
Gənclik m.,275000,Çıxarış var,Ipoteka yoxdur,Təmirli,160.0,4,3,2404.484840820714
Nəriman Nərimanov m.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,120.0,3,5,2350.35568779757
Nərimanov r.,230000,Çıxarış var,İpoteka var,Təmirli,120.0,3,12,2262.3388868301045
Nəriman Nərimanov m.,225000,Çıxarış var,Ipoteka yoxdur,Təmirli,110.0,3,6,2350.35568779757
Nəriman Nərimanov m.,345000,Çıxarış var,Ipoteka yoxdur,Təmirli,110.0,3,12,2350.35568779757
Gənclik m.,250000,Çıxarış var,İpoteka var,Təmirsiz,117.0,3,9,2404.484840820714
Nəriman Nərimanov m.,319000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,115.0,3,12,2350.35568779757
Nəriman Nərimanov m.,278000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.0,3,12,2350.35568779757
Gənclik m.,129000,Çıxarış var,İpoteka var,Təmirli,58.0,1,4,2404.484840820714
Nərimanov r.,140000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,73.0,2,7,2262.3388868301045
Gənclik m.,350000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,167.0,3,9,2404.484840820714
Nəriman Nərimanov m.,410000,Çıxarış var,Ipoteka yoxdur,Təmirli,150.0,3,3,2350.35568779757
Nərimanov r.,235000,Çıxarış var,İpoteka var,Təmirli,83.1,2,5,2262.3388868301045
28 May m.,162500,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,73.6,2,6,2292.720682644982
Nəriman Nərimanov m.,415000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,147.0,3,4,2350.35568779757
Nərimanov r.,245000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,195.0,3,3,2262.3388868301045
Nəriman Nərimanov m.,195000,Çıxarış var,İpoteka var,Təmirli,73.2,2,9,2350.35568779757
Nərimanov r.,365000,Çıxarış var,Ipoteka yoxdur,Təmirli,131.0,3,6,2262.3388868301045
Nərimanov r.,350000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,168.0,3,9,2262.3388868301045
Nəriman Nərimanov m.,254000,Çıxarış var,İpoteka var,Təmirli,106.0,3,13,2350.35568779757
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,87.0,2,14,2350.35568779757
Nəriman Nərimanov m.,148000,Çıxarış var,İpoteka var,Təmirli,65.0,2,3,2350.35568779757
Nərimanov r.,487284,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,232.0,4,7,2262.3388868301045
Nərimanov r.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,236.0,4,13,2262.3388868301045
Nəriman Nərimanov m.,389000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,200.0,4,2,2350.35568779757
Nəriman Nərimanov m.,155000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,86.6,2,10,2350.35568779757
Nəriman Nərimanov m.,280000,Çıxarış var,İpoteka var,Təmirsiz,157.0,4,8,2350.35568779757
Nəriman Nərimanov m.,238000,Çıxarış var,İpoteka var,Təmirsiz,95.0,2,15,2350.35568779757
Nərimanov r.,225000,Çıxarış var,İpoteka var,Təmirsiz,105.4,3,16,2262.3388868301045
Nəriman Nərimanov m.,185000,Çıxarış var,İpoteka var,Təmirli,75.0,2,5,2350.35568779757
Nəriman Nərimanov m.,256000,Çıxarış var,İpoteka var,Təmirli,127.0,3,9,2350.35568779757
Nərimanov r.,205000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,105.0,3,5,2262.3388868301045
Gənclik m.,350000,Çıxarış var,Ipoteka yoxdur,Təmirli,153.0,3,6,2404.484840820714
Nəriman Nərimanov m.,265000,Çıxarış var,Ipoteka yoxdur,Təmirli,96.0,3,14,2350.35568779757
Nəriman Nərimanov m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,67.0,2,12,2350.35568779757
Nəriman Nərimanov m.,187000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,70.0,2,5,2350.35568779757
Nəriman Nərimanov m.,307000,Çıxarış var,Ipoteka yoxdur,Təmirli,150.0,3,6,2350.35568779757
Nəriman Nərimanov m.,138000,Çıxarış var,Ipoteka yoxdur,Təmirli,73.5,2,17,2350.35568779757
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,67.0,2,10,2350.35568779757
Nəriman Nərimanov m.,279000,Çıxarış var,İpoteka var,Təmirsiz,117.0,3,16,2350.35568779757
Nərimanov r.,164000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,57.7,2,6,2262.3388868301045
Nəriman Nərimanov m.,280000,Çıxarış var,Ipoteka yoxdur,Təmirli,125.0,4,7,2350.35568779757
Nərimanov r.,335000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,150.0,3,7,2262.3388868301045
Gənclik m.,230000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,98.0,2,10,2404.484840820714
28 May m.,148999,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,70.1,1,11,2292.720682644982
Nərimanov r.,194000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,86.0,2,4,2262.3388868301045
Nəriman Nərimanov m.,175000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,75.0,2,11,2350.35568779757
Nərimanov r.,165000,Çıxarış var,Ipoteka yoxdur,Təmirli,80.0,2,14,2262.3388868301045
Nərimanov r.,418404,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,199.2,5,12,2262.3388868301045
Nərimanov r.,385000,Çıxarış var,İpoteka var,Təmirli,145.2,3,11,2262.3388868301045
Gənclik m.,128000,Çıxarış var,İpoteka var,Təmirli,43.0,2,10,2404.484840820714
Gənclik m.,430000,Çıxarış var,İpoteka var,Təmirli,146.0,3,5,2404.484840820714
Nərimanov r.,250000,Çıxarış var,İpoteka var,Təmirsiz,120.0,3,9,2262.3388868301045
Nəriman Nərimanov m.,237000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,158.0,3,9,2350.35568779757
Nərimanov r.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,105.0,3,11,2262.3388868301045
Nərimanov r.,120000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,111.0,2,5,2262.3388868301045
Nəriman Nərimanov m.,130000,Çıxarış var,Ipoteka yoxdur,Təmirli,45.0,2,13,2350.35568779757
Nərimanov r.,195000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,114.0,3,10,2262.3388868301045
Nəriman Nərimanov m.,182000,Çıxarış var,Ipoteka yoxdur,Təmirli,70.5,2,5,2350.35568779757
Gənclik m.,450000,Çıxarış var,Ipoteka yoxdur,Təmirli,191.0,4,2,2404.484840820714
Nəriman Nərimanov m.,192000,Çıxarış var,İpoteka var,Təmirli,75.0,3,6,2350.35568779757
Nərimanov r.,265000,Çıxarış var,Ipoteka yoxdur,Təmirli,137.0,3,10,2262.3388868301045
Nərimanov r.,224000,Çıxarış var,İpoteka var,Təmirli,95.0,2,6,2262.3388868301045
Nərimanov r.,389000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,178.0,4,12,2262.3388868301045
Gənclik m.,250000,Çıxarış var,İpoteka var,Təmirsiz,117.0,3,9,2404.484840820714
Koroğlu m.,267000,Çıxarış var,İpoteka var,Təmirsiz,178.0,4,10,1573.4246575342465
28 May m.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,120.0,3,4,2292.720682644982
Nəriman Nərimanov m.,439900,Çıxarış var,İpoteka var,Təmirli,181.0,4,12,2350.35568779757
Gənclik m.,197000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,97.0,2,5,2404.484840820714
Nərimanov r.,385000,Çıxarış var,Ipoteka yoxdur,Təmirli,140.0,4,5,2262.3388868301045
Nərimanov r.,139900,Çıxarış var,Ipoteka yoxdur,Təmirli,57.0,2,14,2262.3388868301045
Nərimanov r.,339000,Çıxarış var,Ipoteka yoxdur,Təmirli,165.0,3,16,2262.3388868301045
Nərimanov r.,159000,Çıxarış var,Ipoteka yoxdur,Təmirli,59.0,2,12,2262.3388868301045
Nərimanov r.,369900,Çıxarış var,İpoteka var,Təmirli,130.0,3,8,2262.3388868301045
Nəriman Nərimanov m.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.3,2,8,2350.35568779757
Nəriman Nərimanov m.,187000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,70.0,2,5,2350.35568779757
Nərimanov r.,380000,Çıxarış var,İpoteka var,Təmirsiz,172.0,3,19,2262.3388868301045
Nəriman Nərimanov m.,328800,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,137.0,3,6,2350.35568779757
Nərimanov r.,471880,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,200.8,4,6,2262.3388868301045
Nərimanov r.,487284,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,232.0,4,7,2262.3388868301045
Nərimanov r.,465640,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,166.3,4,6,2262.3388868301045
Nərimanov r.,312200,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,111.5,3,6,2262.3388868301045
Nərimanov r.,275800,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,98.5,2,6,2262.3388868301045
Nəriman Nərimanov m.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,130.0,3,10,2350.35568779757
Gənclik m.,123000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,64.0,1,12,2404.484840820714
Nərimanov r.,279000,Çıxarış var,Ipoteka yoxdur,Təmirli,115.0,3,10,2262.3388868301045
Nəriman Nərimanov m.,179000,Çıxarış var,İpoteka var,Təmirli,90.0,2,5,2350.35568779757
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,118.0,3,4,2350.35568779757
Nərimanov r.,312000,Çıxarış var,Ipoteka yoxdur,Təmirli,160.0,4,13,2262.3388868301045
Nəriman Nərimanov m.,365000,Çıxarış var,Ipoteka yoxdur,Təmirli,110.0,3,8,2350.35568779757
Nəriman Nərimanov m.,398000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,170.0,4,8,2350.35568779757
Nəriman Nərimanov m.,193000,Çıxarış var,Ipoteka yoxdur,Təmirli,68.0,2,16,2350.35568779757
Nəriman Nərimanov m.,385000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,135.0,4,5,2350.35568779757
Nəriman Nərimanov m.,365000,Çıxarış var,Ipoteka yoxdur,Təmirli,131.0,3,5,2350.35568779757
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,63.0,2,14,2350.35568779757
Nəriman Nərimanov m.,250000,Çıxarış var,İpoteka var,Təmirsiz,90.0,2,14,2350.35568779757
Nərimanov r.,155000,Çıxarış var,Ipoteka yoxdur,Təmirli,67.0,2,5,2262.3388868301045
Nəriman Nərimanov m.,205000,Çıxarış var,İpoteka var,Təmirsiz,152.0,3,15,2350.35568779757
Nərimanov r.,159000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,61.0,2,9,2262.3388868301045
Gənclik m.,216000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,104.0,3,14,2404.484840820714
Nərimanov r.,194700,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,97.4,2,7,2262.3388868301045
Nərimanov r.,410000,Çıxarış var,Ipoteka yoxdur,Təmirli,200.0,4,2,2262.3388868301045
Nərimanov r.,99000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,86.0,2,7,2262.3388868301045
Gənclik m.,189000,Çıxarış var,Ipoteka yoxdur,Təmirli,66.0,2,3,2404.484840820714
Nərimanov r.,165000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,55.0,2,5,2262.3388868301045
Nəriman Nərimanov m.,365000,Çıxarış var,Ipoteka yoxdur,Təmirli,110.0,3,8,2350.35568779757
Nərimanov r.,400000,Çıxarış var,İpoteka var,Təmirli,120.0,3,3,2262.3388868301045
Nəriman Nərimanov m.,222000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,3,7,2350.35568779757
Nəriman Nərimanov m.,245000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,14,2350.35568779757
Nəriman Nərimanov m.,430000,Çıxarış var,Ipoteka yoxdur,Təmirli,175.0,4,4,2350.35568779757
Nəriman Nərimanov m.,220000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,115.0,3,12,2350.35568779757
Nəriman Nərimanov m.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,90.0,3,7,2350.35568779757
Nərimanov r.,190000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,122.0,3,6,2262.3388868301045
Nərimanov r.,195000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,77.0,2,11,2262.3388868301045
Dərnəgül m.,260000,Çıxarış var,İpoteka var,Təmirli,115.0,3,14,2143.023642504547
Nərimanov r.,160000,Çıxarış var,Ipoteka yoxdur,Təmirli,100.0,2,12,2262.3388868301045
Nəriman Nərimanov m.,203000,Çıxarış var,İpoteka var,Təmirli,101.0,3,8,2350.35568779757
Nərimanov r.,375000,Çıxarış var,İpoteka var,Təmirli,146.0,3,8,2262.3388868301045
Gənclik m.,155000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,65.0,2,5,2404.484840820714
Nərimanov r.,118000,Çıxarış var,İpoteka var,Təmirli,44.0,1,8,2262.3388868301045
Dərnəgül m.,260000,Çıxarış var,Ipoteka yoxdur,Təmirli,115.0,3,5,2143.023642504547
Nərimanov r.,155000,Çıxarış var,İpoteka var,Təmirli,67.0,3,3,2262.3388868301045
Nərimanov r.,207000,Çıxarış var,İpoteka var,Təmirli,75.0,2,8,2262.3388868301045
Nərimanov r.,259000,Çıxarış var,İpoteka var,Təmirli,106.0,2,11,2262.3388868301045
Nərimanov r.,207000,Çıxarış var,İpoteka var,Təmirli,74.0,2,7,2262.3388868301045
Nərimanov r.,225000,Çıxarış var,İpoteka var,Təmirsiz,106.0,3,16,2262.3388868301045
Nəriman Nərimanov m.,200000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,104.0,3,17,2350.35568779757
Nəriman Nərimanov m.,251000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,93.0,2,15,2350.35568779757
Nəriman Nərimanov m.,256000,Çıxarış var,Ipoteka yoxdur,Təmirli,127.0,3,9,2350.35568779757
Nəriman Nərimanov m.,254000,Çıxarış var,İpoteka var,Təmirli,106.0,3,13,2350.35568779757
Gənclik m.,350000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,167.0,3,9,2404.484840820714
Nərimanov r.,240000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,140.0,3,7,2262.3388868301045
Nərimanov r.,200000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,105.0,3,3,2262.3388868301045
Nərimanov r.,279000,Çıxarış var,İpoteka var,Təmirli,118.0,3,16,2262.3388868301045
Nəriman Nərimanov m.,175000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,75.0,2,11,2350.35568779757
Gənclik m.,245000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,100.0,3,14,2404.484840820714
Nərimanov r.,179000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,114.0,3,11,2262.3388868301045
Gənclik m.,189000,Çıxarış var,İpoteka var,Təmirsiz,86.0,2,3,2404.484840820714
28 May m.,209000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,93.0,3,6,2292.720682644982
28 May m.,230000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,145.0,3,3,2292.720682644982
Nərimanov r.,262000,Çıxarış var,Ipoteka yoxdur,Təmirli,105.0,3,11,2262.3388868301045
Nərimanov r.,142000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,75.0,2,12,2262.3388868301045
Gənclik m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,61.0,2,3,2404.484840820714
Nəriman Nərimanov m.,295000,Çıxarış var,Ipoteka yoxdur,Təmirli,95.5,3,16,2350.35568779757
Nərimanov r.,470000,Çıxarış var,İpoteka var,Təmirsiz,157.0,4,10,2262.3388868301045
Nəriman Nərimanov m.,425000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,129.0,3,4,2350.35568779757
Nəriman Nərimanov m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,107.0,3,15,2350.35568779757
28 May m.,228000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,110.0,3,6,2292.720682644982
Nəriman Nərimanov m.,290000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,181.0,4,10,2350.35568779757
Nəriman Nərimanov m.,159000,Çıxarış var,İpoteka var,Təmirli,56.0,2,5,2350.35568779757
Nəriman Nərimanov m.,203000,Çıxarış var,İpoteka var,Təmirli,101.0,3,8,2350.35568779757
Nərimanov r.,244000,Çıxarış var,Ipoteka yoxdur,Təmirli,82.0,3,11,2262.3388868301045
Nəriman Nərimanov m.,370000,Çıxarış var,İpoteka var,Təmirsiz,185.0,5,13,2350.35568779757
Nərimanov r.,260000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,100.0,3,19,2262.3388868301045
Nəriman Nərimanov m.,279000,Çıxarış var,İpoteka var,Təmirsiz,117.0,3,16,2350.35568779757
Nəriman Nərimanov m.,285000,Çıxarış var,İpoteka var,Təmirli,150.0,3,17,2350.35568779757
Nərimanov r.,508860,Çıxarış var,Ipoteka yoxdur,Təmirsiz,231.0,4,4,2262.3388868301045
Nərimanov r.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,13,2262.3388868301045
Nərimanov r.,379900,Çıxarış var,Ipoteka yoxdur,Təmirli,151.0,3,6,2262.3388868301045
Gənclik m.,310000,Çıxarış var,Ipoteka yoxdur,Təmirli,145.0,3,11,2404.484840820714
Nəriman Nərimanov m.,385000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,140.0,4,10,2350.35568779757
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,120.0,3,12,2350.35568779757
Nəriman Nərimanov m.,260000,Çıxarış var,İpoteka var,Təmirli,75.0,2,4,2350.35568779757
Nəriman Nərimanov m.,182000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,86.0,3,14,2350.35568779757
Gənclik m.,166000,Çıxarış var,Ipoteka yoxdur,Təmirli,55.0,2,16,2404.484840820714
Nəriman Nərimanov m.,140000,Çıxarış var,İpoteka var,Təmirli,65.0,2,8,2350.35568779757
